date,ARSON,ASSAULT,BURGLARY,DRUG/NARCOTIC,LARCENY/THEFT,ROBBERY,VANDALISM,VEHICLE THEFT,WEAPON LAWS
2014-10-21,0.0,3.58351893845611,2.5649493574615367,2.995732273553991,4.543294782270004,1.6094379124341003,2.833213344056216,3.1780538303479458,0.0
2014-10-22,0.0,3.5553480614894135,2.772588722239781,2.833213344056216,4.653960350157523,2.302585092994046,2.5649493574615367,3.091042453358316,0.0
2014-10-24,0.0,3.8501476017100584,2.70805020110221,2.0794415416798357,4.718498871295094,2.9444389791664403,3.1780538303479458,2.70805020110221,1.6094379124341003
2014-10-25,0.0,3.9512437185814275,2.8903717578961645,1.6094379124341003,4.955827057601261,1.9459101490553132,3.044522437723423,3.1780538303479458,1.9459101490553132
2014-10-26,0.6931471805599453,3.4965075614664802,2.302585092994046,2.1972245773362196,4.672828834461906,1.3862943611198906,3.091042453358316,3.2188758248682006,1.0986122886681098
2014-10-28,0.0,3.4657359027997265,2.833213344056216,2.4849066497880004,4.812184355372417,1.791759469228055,2.70805020110221,3.2188758248682006,1.6094379124341003
2014-10-29,0.0,3.970291913552122,2.833213344056216,1.6094379124341003,4.804021044733257,2.772588722239781,3.5553480614894135,3.5263605246161616,2.0794415416798357
